cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,anweight,tvtot,tvpol,rdtot,rdpol,nwsptot,nwsppol,nwspol,netusoft,netuse,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgv,psppsgva,actrolg,actrolga,psppipl,psppipla,cptppol,cptppola,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,pstplonl,hmsfmlsh,hmsacld,prtvtat,prtvtaat,prtvtbat,prtvtcat,prtvtbe,prtvtabe,prtvtbbe,prtvtcbe,prtvtdbe,prtvtbg,prtvtabg,prtvtbbg,prtvtcbg,prtvtdbg,prtvtch,prtvtach,prtvtbch,prtvtcch,prtvtdch,prtvtech,prtvtfch,prtvtgch,prtvtcy,prtvtacy,prtvtbcy,prtvtcz,prtvtacz,prtvtbcz,prtvtccz,prtvtdcz,prtvtecz,prtvde1,prtvade1,prtvbde1,prtvcde1,prtvdde1,prtvede1,prtvde2,prtvade2,prtvbde2,prtvcde2,prtvdde2,prtvede2,prtvtdk,prtvtadk,prtvtbdk,prtvtcdk,prtvtddk,prtvtee,prtvtaee,prtvtbee,prtvtcee,prtvtdee,prtvteee,prtvtfee,prtvtgee,prtvtes,prtvtaes,prtvtbes,prtvtces,prtvtdes,prtvtees,prtvtfi,prtvtafi,prtvtbfi,prtvtcfi,prtvtdfi,prtvtfr,prtvtafr,prtvtbfr,prtvtcfr,prtvtdfr,prtvtgb,prtvtagb,prtvtbgb,prtvtcgb,prtvtgr,prtvtagr,prtvtbgr,prtvtcgr,prtvthr,prtvtahr,prtvthu,prtvtahu,prtvtbhu,prtvtchu,prtvtdhu,prtvtehu,prtvtfhu,prtvtie,prtvtaie,prtvtbie,prtvtcie,prtvtil,prtvtail,prtvtbil,prtvtcil,prtvtis,prtvtais,prtvtbis,prtvtcis,prtvtit,prtvtait,prtvtbit,prtvtcit,prtvlt1,prtvalt1,prtvblt1,prtvlt2,prtvalt2,prtvblt2,prtvlt3,prtvalt3,prtvblt3,prtvtlu,prtvtlv,prtvtalv,prtvtnl,prtvtanl,prtvtbnl,prtvtcnl,prtvtdnl,prtvtenl,prtvtfnl,prtvtgnl,prtvtno,prtvtano,prtvtbno,prtvtpl,prtvtapl,prtvtbpl,prtvtcpl,prtvtdpl,prtvtpt,prtvtapt,prtvtbpt,prtvtcpt,prtvtru,prtvtaru,prtvtbru,prtvtcru,prtvtdru,prtvtse,prtvtase,prtvtbse,prtvtcse,prtvtsi,prtvtasi,prtvtbsi,prtvtcsi,prtvtdsi,prtvtesi,prtvtfsi,prtvtsk,prtvtask,prtvtbsk,prtvtcsk,prtvtdsk,prtvttr,prtvtatr,prtvtua,prtvtaua,prtvtbua,prtvtcua,prtclat,prtclaat,prtclcat,prtcldat,prtclbe,prtclabe,prtclbbe,prtclcbe,prtcldbe,prtclbg,prtclabg,prtclbbg,prtclcbg,prtcldbg,prtclch,prtclach,prtclbch,prtclcch,prtcldch,prtclech,prtclfch,prtclgch,prtclcy,prtclacy,prtclbcy,prtclcz,prtclacz,prtclbcz,prtclccz,prtcldcz,prtclecz,prtclde,prtclade,prtclbde,prtclcde,prtcldde,prtclede,prtcldk,prtcladk,prtclbdk,prtclcdk,prtclddk,prtclee,prtclaee,prtclbee,prtclcee,prtcldee,prtcleee,prtclfee,prtclgee,prtcles,prtclaes,prtclbes,prtclces,prtcldes,prtclees,prtclfes,prtclfi,prtclafi,prtclbfi,prtclcfi,prtcldfi,prtclefi,prtclfr,prtclafr,prtclbfr,prtclcfr,prtcldfr,prtclefr,prtclffr,prtclgb,prtclagb,prtclbgb,prtclcgb,prtclgr,prtclagr,prtclbgr,prtclcgr,prtclhr,prtclahr,prtclhu,prtclahu,prtclbhu,prtclchu,prtcldhu,prtclehu,prtclfhu,prtclghu,prtclie,prtclaie,prtclbie,prtclcie,prtcldie,prtcleie,prtclil,prtclail,prtclbil,prtclcil,prtcldil,prtclis,prtclais,prtclbis,prtclcis,prtclit,prtclait,prtclbit,prtclcit,prtcldit,prtcllt,prtclalt,prtclblt,prtcllu,prtcllv,prtclalv,prtclnl,prtclanl,prtclbnl,prtclcnl,prtcldnl,prtclenl,prtclfnl,prtclno,prtclano,prtclbno,prtclpl,prtclapl,prtclbpl,prtclcpl,prtcldpl,prtclepl,prtclfpl,prtclgpl,prtclhpl,prtclpt,prtclapt,prtclbpt,prtclcpt,prtcldpt,prtclept,prtclru,prtclaru,prtclbru,prtclcru,prtcldru,prtclse,prtclase,prtclbse,prtclcse,prtclsi,prtclasi,prtclbsi,prtclcsi,prtcldsi,prtclesi,prtclfsi,prtclsk,prtclask,prtclbsk,prtclcsk,prtcldsk,prtcltr,prtclatr,prtclua,prtclaua,prtclbua,prtclcua,prtcldua,prtmbat,prtmbaat,prtmbbe,prtmbabe,prtmbbbe,prtmbcbe,prtmbbg,prtmbabg,prtmbbbg,prtmbch,prtmbach,prtmbbch,prtmbcch,prtmbcy,prtmbcz,prtmbacz,prtmbbcz,prtmbde,prtmbade,prtmbbde,prtmbcde,prtmbdk,prtmbadk,prtmbbdk,prtmbee,prtmbaee,prtmbbee,prtmbcee,prtmbes,prtmbaes,prtmbbes,prtmbfi,prtmbafi,prtmbbfi,prtmbfr,prtmbafr,prtmbbfr,prtmbcfr,prtmbgb,prtmbagb,prtmbgr,prtmbagr,prtmbbgr,prtmbcgr,prtmbhr,prtmbhu,prtmbahu,prtmbbhu,prtmbchu,prtmbie,prtmbaie,prtmbbie,prtmbil,prtmbail,prtmbbil,prtmbit,prtmbait,prtmblu,prtmbnl,prtmbanl,prtmbbnl,prtmbcnl,prtmbno,prtmbano,prtmbpl,prtmbapl,prtmbbpl,prtmbcpl,prtmbdpl,prtmbpt,prtmbapt,prtmbbpt,prtmbru,prtmbaru,prtmbbru,prtmbse,prtmbase,prtmbsi,prtmbasi,prtmbbsi,prtmbcsi,prtmbsk,prtmbask,prtmbbsk,prtmbtr,prtmbatr,prtmbua,prtmbaua,prtmbbua,prtmbcua,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,gndr16,gndr17,gndr18,yrbrn,agea,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,yrbrn16,yrbrn17,yrbrn18,rship2,rshipa2,rship3,rshipa3,rship4,rshipa4,rship5,rshipa5,rship6,rshipa6,rship7,rshipa7,rship8,rshipa8,rship9,rshipa9,rship10,rshipa10,rship11,rshipa11,rship12,rshipa12,rship13,rshipa13,rship14,rshipa14,rship15,rshipa15,rship16,rshipa16,rship17,rshipa17,rship18,rshipa18,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun
BE,ESS1-9e01,1.0,10.12.2020,29131,ESS9e03,9,3,61577,1.00345325469971,0.935823202133179,0.535633673,0.501258419037216,,,,,,,15,5,,480,9,5,6,4,,3,,3,,3,,2,,,7,3,8,5,5,7,7,1,1,2,1,2,2,2,2,2,6,,2,8,8,6,6,8,8,1,1,,,8,2,2,2,4,8,5,2,5,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,1,6,6,6,6,6,6,,,,,,,,,1985,33,1972,2005,2004,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,4,1,3,1,2,5,2,3,3,1,2,2,1,4,3,4,2,2,3,3
BE,ESS1-9e01,1.0,10.12.2020,29132,ESS9e03,9,3,61588,0.997431874275208,0.584631025791168,0.535633673,0.313148063694281,,,,,,,120,2,,6666,4,6,3,3,,1,,1,,1,,2,,,3,4,7,5,4,6,6,1,2,2,1,2,2,2,2,1,1,,5,8,6,3,4,6,8,5,2,,,5,3,3,2,3,3,3,2,5,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1934,84,1934,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,2,4,1,2,2,2,3,1,2,5,2,2,2,4,5,1,3,1,1,2,3
BE,ESS1-9e01,1.0,10.12.2020,29133,ESS9e03,9,3,61635,0.997431933879852,0.867621421813965,0.535633673,0.464727248939696,,,,,,,60,5,,300,7,8,8,3,,4,,2,,3,,2,,,8,8,9,8,8,8,8,1,2,2,1,2,2,2,2,1,2,,4,10,8,7,9,8,8,2,2,,,10,1,1,1,6,8,5,2,5,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,6,6,6,6,6,6,6,6,,,,,,,,,1964,54,1963,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,2,4,2,3,1,3,3,1,3,2,1,1,2,1,2,2,3,1,1,2,2
BE,ESS1-9e01,1.0,10.12.2020,29134,ESS9e03,9,3,61680,1.00277733802795,1.09460711479187,0.535633673,0.586308429387902,,,,,,,10,5,,180,2,5,3,4,,1,,1,,1,,1,,,88,6,7,5,5,8,7,3,2,2,2,2,2,2,2,2,6,,5,7,5,5,5,7,7,2,2,,,8,2,3,3,3,7,5,2,2,2,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,6,6,6,6,6,6,6,6,,,,,,,,,1993,26,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,2,4,2,3,2,3,2,4,2,3,2,2,2,2,5,2,4,2,3,4,3
BE,ESS1-9e01,1.0,10.12.2020,29135,ESS9e03,9,3,61700,1.00345325469971,0.914712846279144,0.535633673,0.489951001592782,,,,,,,30,5,,873,7,6,2,4,,2,,2,,3,,3,,,5,7,2,0,5,8,7,1,1,2,2,2,2,2,2,2,6,,7,7,9,6,3,9,10,4,1,,,8,2,2,2,4,8,5,2,5,1,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,6,6,6,6,6,6,6,6,,,,,,,,,1994,24,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,3,3,1,5,2,6,2,2,3,2,1,2,4,3,4,4,1,3,2,3
BE,ESS1-9e01,1.0,10.12.2020,29136,ESS9e03,9,3,61725,1.0120050907135,0.7590012550354,0.535633673,0.406546630046221,,,,,,,1080,4,,60,6,7,4,4,,1,,3,,2,,3,,,1,4,7,1,1,2,2,1,2,2,2,2,2,2,2,2,6,,8,8,8,7,5,9,9,2,2,,,7,2,4,4,7,3,3,2,4,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1958,61,1958,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,2,2,3,1,1,3,2,2,2,3,2,4,2,2,4,2,4,1,2,2,4
BE,ESS1-9e01,1.0,10.12.2020,29137,ESS9e03,9,3,61761,0.997431874275208,0.867621421813965,0.535633673,0.464727248939696,,,,,,,60,5,,150,6,7,3,3,,3,,2,,2,,1,,,2,4,6,1,1,1,7,2,2,2,2,2,2,2,2,2,6,,5,8,5,3,3,4,6,4,1,,,6,2,2,2,5,7,6,2,5,1,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,6,6,6,6,6,6,6,6,,,,,,,,,1983,35,2002,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,5,2,4,2,2,3,3,2,3,2,3,3,3,4,3,2,1,3,3,2
BE,ESS1-9e01,1.0,10.12.2020,29138,ESS9e03,9,3,61816,1.01401150226593,1.23901474475861,0.535633673,0.66365801863621,,,,,,,987,5,,988,0,5,7,4,,1,,1,,2,,1,,,4,9,10,3,5,5,88,2,2,2,2,2,2,2,2,2,6,,88,8,8,8,9,5,10,8,4,,,88,3,3,3,77,5,7,2,3,3,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,1,2,6,6,6,6,6,6,,,,,,,,,1984,34,1981,2007,2016,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,2,2,2,2,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,8,8,2,1,2,8,2,8,8,8,2,5,8,8,6,8,2,8,5,4
BE,ESS1-9e01,1.0,10.12.2020,29139,ESS9e03,9,3,61884,1.00345313549042,0.7553551197052,0.535633673,0.404593637187051,,,,,,,45,5,,90,7,8,7,2,,3,,3,,3,,2,,,7,7,6,6,6,6,7,1,2,2,2,2,2,2,2,1,2,,3,9,9,7,7,8,9,2,1,,,5,1,1,1,7,8,6,2,5,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1959,59,1965,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,5,2,4,3,3,3,2,2,2,3,2,4,3,3,3,4,2,1,3,3
BE,ESS1-9e01,1.0,10.12.2020,29140,ESS9e03,9,3,61911,0.977570533752441,0.88473504781723,0.535633673,0.473893883294174,,,,,,,120,5,,60,3,4,3,1,,1,,3,,1,,3,,,0,0,2,0,0,0,0,1,2,2,2,2,2,2,2,1,2,,8,2,2,2,2,2,4,4,3,,,8,2,2,2,3,7,4,2,3,5,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,6,6,6,6,6,6,6,6,,,,,,,,,1938,80,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,6,2,2,2,3,5,2,2,2,2,3,3,2,6,2,5,5,2,2,5
BE,ESS1-9e01,1.0,10.12.2020,29141,ESS9e03,9,3,61914,1.0120050907135,0.95514851808548,0.535633673,0.511609709002632,,,,,,,30,1,,6666,8,8,7,3,,3,,2,,1,,1,,,2,2,8,0,2,2,2,3,2,2,2,2,2,2,2,1,2,,2,7,5,4,1,9,8,2,1,,,4,1,1,1,8,8,7,2,5,1,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,6,6,6,6,6,6,6,6,,,,,,,,,1960,59,1960,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,1,1,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,5,1,4,1,4,4,1,1,3,1,1,3,1,6,1,2,1,1,2,4
BE,ESS1-9e01,1.0,10.12.2020,29142,ESS9e03,9,3,61929,0.995381355285645,1.52507543563843,0.535633673,0.816881757193086,,,,,,,60,5,,120,7,7,7,4,,3,,3,,2,,2,,,7,7,8,7,7,7,88,1,2,2,1,2,1,8,2,2,6,,88,5,5,5,6,7,7,2,2,,,7,2,2,2,6,8,5,2,4,1,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,6,6,6,6,6,6,6,6,,,,,,,,,1974,44,2002,6666,6666,6666,6666,6666,6666,6666,6666,,,,,,,,,2,2,6,66,6,66,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,5,3,3,3,4,4,2,2,3,4,3,5,3,4,4,4,3,3,4,3
BE,ESS1-9e01,1.0,10.12.2020,29143,ESS9e03,9,3,61937,0.97063410282135,1.44088900089264,0.535633673,0.771788667933425,,,,,,,30,5,,300,3,3,3,2,,2,,3,,2,,3,,,4,6,6,4,4,4,5,2,1,2,2,2,2,2,2,1,2,,5,7,5,5,4,6,8,2,1,,,5,2,2,2,6,8,5,1,4,1,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2,1,6,6,6,6,6,6,,,,,,,,,1998,20,1943,1951,2000,6666,6666,6666,6666,6666,6666,,,,,,,,,4,5,5,6,4,4,6,66,6,66,6,66,6,66,6,66,6,66,,,,,,,,,,,,,,,,,3,3,1,5,2,3,3,1,2,3,1,5,4,4,3,3,4,1,4,6,3
